PMCID,sentence_id,text,CONSORT_item,augment,methods
PMC3002766,S65,Outcomes maintenance of cardinal ulcer healing required no recurrence at or contiguous to the original location at week 24 (if healing occurred before or at week 12) or during 12 weeks of observation with permissible extension of the treatment period (if healing occurred after week 12).,['6a'],0,
PMC3002766,S66,"Outcomes to verify that the effect of treatment would not vary substantially across relevant baseline subgroups, the number of new dus up to week 24 was additionally analysed in subgroups based on predefined baseline factors associated with disease severity.",['6a'],0,
PMC3002766,S67,"Outcomes secondary and exploratory end points included: (1) reduction of new dus and overall du number (proportions of patients with no new dus and with each number of new dus up to week 24, time to onset of each number of new dus up to week 24 and change from baseline to week 24 in total number of all dus), (2) healing (time to healing of all baseline dus and of all new dus through week 24, and proportions of patients with healing of all dus by the end of week 24) and (3) pain and disability parameters (changes from baseline to week 24: in pain of the cardinal ulcer and overall hand pain assessed on visual analogue scales; hand disability index (an averaged score from the three health assessment questionnaire (haq) domains of dressing/grooming, grip and hygiene); and haq disability index18 19).",['6a'],0,
PMC3002766,S68,"Outcomes post hoc analyses included: (1) the number of new dus up to week 12 in the overall patient population and in subgroups defined by randomisation month (october–february or autumn–winter and march–september or spring–summer) and (2) number of new dus, time to each successive new du and total number of dus through week 24 in subgroups defined by the number of dus at baseline (<4 and ≥4).",['6a'],0,
PMC3002766,S69,"Outcomes patients were evaluated at randomisation/baseline and every 4 weeks during treatment (or premature withdrawal, week 24 and, if applicable, 12 weeks after healing of the cardinal ulcer), with dus assessed at each study visit.",['0'],0,
PMC3002766,S70,Outcomes safety was continually monitored.,['0'],0,
PMC3002766,S72,"Statistical methods efficacy analyses were performed on all treated patients using sas software (sas institute, cary, north carolina, usa).",['12a'],0,
PMC3002766,S73,Statistical methods means±ses are presented for numerical variables and kaplan–meier estimates for time-to-event variables.,['12a'],0,
PMC3002766,S74,Statistical methods treatment effects for the primary end points were evaluated using the pitman permutation (new dus) and log-rank test with asymptotic approximation (time to healing of the cardinal ulcer).,['12a'],0,
PMC3002766,S75,"Statistical methods missing data on new dus were imputed using extrapolation, with the incidence rate of new dus at the last assessment corrected for the missing time period.",['12a'],0,
PMC3002766,S76,Statistical methods the worst of either the calculated number or observed values at week 24 was used for patients who prematurely discontinued study treatment.,['0'],0,
PMC3002766,S77,"Statistical methods patients with no valid assessment post baseline (three patients on bosentan, one on placebo) were excluded from the main analysis.",['0'],0,
PMC3002766,S78,Statistical methods treatment effects for new dus in predefined subgroups were presented as point estimates and 95% two-sided cis.,['12a'],0,
PMC3002766,S79,"Statistical methods for exploratory purposes, statistical tests of treatment difference were provided for planned secondary/exploratory and unplanned post hoc efficacy analyses and included the pitman permutation (for changes from baseline), the fisher exact test (for proportions) and the log-rank test (for times to event), each performed without correction for multiple testing.","['12a', '12b']",0,
PMC3002766,S80,"Statistical methods placebo-corrected changes from baseline, rr and hrs from cox modelling were each reported with 95% cis where appropriate.","['12a', '12b']",0,
PMC3002766,S81,"Statistical methods safety and baseline data were summarised descriptively, with no statistical testing planned or given.",['0'],0,
PMC3018567,S100,"Statistical analysis on the basis of our preliminary study,32 the planned cohort size of 2500 was expected to accrue 1860 person-years of follow-up in infancy and 1594 infants were expected to be seen at age 1 year.",['7a'],0,
PMC3018567,S101,"Statistical analysis for either maternal treatment, assuming no interaction between treatments, this number would give 80% power to detect rate ratios of 0·82 for malaria, 0·91 for diarrhoea, and 0·76 for pneumonia, with p values of less than 0·05, assuming frequency of disease in the placebo groups to be 50 per 100 person-years for malaria,33 190 per 100 person-years for diarrhoea,34 and 25 per 100 person-years for pneumonia.35",['7a'],0,
PMC3018567,S102,"Statistical analysis incidence of both tuberculosis and measles was expected to be low,18 therefore only very large differences in incidence would be detected.",['0'],0,
PMC3018567,S103,"Statistical analysis samples from 1594 infants assessed at 1 year would detect differences in infant cytokine responses of 0·11 log10 between intervention groups.18,32",['0'],0,
PMC3018567,S104,Statistical analysis the patients that were included in analysis for each of the primary outcomes differed because data for each outcome was obtained at different times.,['0'],0,
PMC3018567,S105,"Statistical analysis for immune response at age 1 year, analysis included all children who provided a blood sample at 1 year and who had received full bcg (for ccfp analysis) or tetanus (for tetanus toxoid analysis) immunisation at entebbe hospital; second-born twins were excluded.",['0'],0,
PMC3018567,S106,"Statistical analysis for incidence of infectious diseases during infancy, analysis included all liveborn children, excluding second-born twins.",['0'],0,
PMC3018567,S107,"Statistical analysis for vertical hiv transmission, analysis included all children whose mothers were not receiving highly-active antiretroviral therapy, and from whom blood samples at age 6 weeks were available; second-born twins were excluded.",['0'],0,
PMC3018567,S108,"Statistical analysis cytokine and antibody responses showed skewed distributions, with disproportionate numbers of zero values.",['0'],0,
PMC3018567,S109,Statistical analysis results were transformed to log10(concentration+1) and analysed by linear regression with bootstrapping to estimate bias-corrected accelerated confidence intervals.36,['12a'],0,
PMC3018567,S110,Statistical analysis regression coefficients were back-transformed to give geometric mean ratios.,['12a'],0,
PMC3018567,S111,Statistical analysis interactions were examined with wald tests.,['12a'],0,
PMC3018567,S112,"Statistical analysis for doctor-diagnosed disease incidence, time at risk began at birth and was censored at loss to follow-up, death, or age 1 year.",['0'],0,
PMC3018567,S113,"Statistical analysis all children with known date of birth were included in the analysis until censoring, irrespective of whether they had made a clinic visit for illness.",['0'],0,
PMC3018567,S114,"Statistical analysis for each disease, we calculated incidence rates for all events.",['12a'],0,
PMC3018567,S115,"Statistical analysis disease episodes within 14 days of an initial presentation with the same disease were regarded as part of the same episode and excluded from the analysis; time at risk was adjusted accordingly, excluding these 14-day periods from the total person-time denominator.",['0'],0,
PMC3018567,S116,"Statistical analysis hazard ratios (hrs) for effects of treatment were calculated with cox regression, with robust ses to allow for within-child clustering.",['12a'],0,
PMC3018567,S117,"Statistical analysis for community-reported illness data, a generalised-estimating-equation approach with exchangeable correlation structure was used to model effects of treatment on repeated binary outcomes.",['12a'],0,
PMC3018567,S118,Statistical analysis odds ratios (ors) for the effects of treatment on vertical hiv transmission were calculated with logistic regression.,['12a'],0,
PMC3018567,S119,Statistical analysis the prevalence of asymptomatic malaria at 1 year was compared between treatment groups with logistic regression.,['12a'],0,
PMC3018567,S120,"Statistical analysis infant mortality per 1000 livebirths was estimated from kaplan-meier survival probabilities to age 1 year, and effects of maternal anthelmintic treatment were assessed by cox regression.",['12a'],0,
PMC3018567,S121,"Statistical analysis weight-for-age, height-for-age, and weight-for-height z scores at 1 year were derived from who growth standard reference scales, with igrowup macros.",['12a'],0,
PMC3018567,S122,Statistical analysis we examined effects of maternal treatment on z scores and on haemoglobin at 1 year by linear regression.,['12a'],0,
PMC3018567,S123,"Statistical analysis we did two prespecified subgroup analyses, examining effects of albendazole treatment in children of mothers with a hookworm infection, and effects of praziquantel treatment in children of mothers with schistosomiasis.",['12b'],0,
PMC3018567,S124,Statistical analysis differences between subgroups were examined by fitting interaction terms in regression models.,['12b'],0,
PMC3018567,S125,Statistical analysis all p values were two-sided with no adjustment made for multiple comparisons.,"['12a', '12b']",0,
PMC3018567,S126,Statistical analysis analyses were done with stata 10.1.,['12a'],0,
PMC3018567,S128,"Role of the funding source the sponsor of the study had no role in study design, data collection, data analysis, data interpretation, or writing of the report.",['0'],0,
PMC3018567,S129,Role of the funding source ame had full access to all the data in the study and had final responsibility for the decision to submit for publication.,['0'],0,
PMC3018567,S46,Study design and patients the study is described in detail elsewhere.18,['0'],0,
PMC3018567,S47,"Study design and patients briefly, the study area was entebbe municipality and katabi subcounty, beside lake victoria, uganda.",['4b'],0,
PMC3018567,S48,"Study design and patients the area is occupied by urban, rural, and fishing communities.",['0'],0,
PMC3018567,S49,"Study design and patients helminth infection is highly prevalent in the area,19 and malaria, diarrhoea, and pneumonia are common in young children.20",['0'],0,
PMC3018567,S50,"Study design and patients the study population consisted of pregnant women who presented at the government-funded antenatal clinic at entebbe general hospital between april 9, 2003, and nov 24, 2005, where roughly 70% of pregnant women from the study area received antenatal care.21",['4b'],0,
PMC3018567,S51,"Study design and patients women were included if resident in the study area, planning to deliver in the hospital, willing to know their hiv status, and in the second or third trimester of pregnancy.",['4a'],0,
PMC3018567,S52,"Study design and patients they were excluded if they had possible helminth-induced pathological changes (haemoglobin <80 g/l, clinically apparent severe liver disease, or diarrhoea with blood in stool), a history of an adverse reaction to anthelmintics, already been enrolled in the trial during an earlier pregnancy, or if the pregnancy was deemed abnormal by a midwife.",['4a'],0,
PMC3018567,S53,"Study design and patients all participants gave written, informed consent.",['0'],0,
PMC3018567,S54,"Study design and patients ethics approval was given by the uganda virus research institute, uganda national council for science and technology, and london school of hygiene and tropical medicine.",['0'],0,
PMC3018567,S56,"Randomisation and masking we used a two-by-two factorial design to randomly assign patients in a 1:1:1:1 ratio to receive simultaneously either single-dose albendazole (440 mg) and single-dose praziquantel (40 mg/kg), albendazole and a praziquantel-matching placebo, an albendazole-matching placebo and praziquantel, or an albendazole-matching placebo and a praziquantel-matching placebo (albendazole and matching placebo, glaxosmithkline, brentford, uk; praziquantel and matching placebo, medochemie ltd, limassal, cyprus).","['8b', '5', '3a']",0,
PMC3018567,S57,"Randomisation and masking the randomisation code was generated by the trial statistician with a computer-generated random number sequence, with block size 100.","['8a', '8b']",0,
PMC3018567,S58,Randomisation and masking treatments were packed in sealed envelopes and labelled with an allocation number by colleagues at the medical research council unit in entebbe who did not otherwise contribute to the trial.,['9'],0,
PMC3018567,S58,Randomisation and masking Therapies were Packing in sealed envelopes and labelled with an allocation number by colleagues at the Medical service research council unit in entebbe who did not otherwise contribute to the upper chambers of the heart ,['9'],1,umls
PMC3018567,S58,Randomisation and masking methods treatment were Insertion of pack in sealed envelopes and labelled with an allocation number by colleagues at the Medical service research council unit in entebbe who did not otherwise contribute to the Atrium ,['9'],1,umls
PMC3018567,S59,Randomisation and masking treatments were allocated in numerical order by trained interviewer-counsellors who observed the patients taking the treatment correctly on enrolment to the study.,['10'],0,
PMC3018567,S60,Randomisation and masking treatment allocation was masked from all participants and staff during the study.,['11a'],0,
PMC3018567,S62,"Procedures demographic and clinical details, and blood samples were obtained at screening; stool samples were obtained before enrolment.",['0'],0,
PMC3018567,S63,"Procedures after enrolment, women continued to receive standard antenatal care, including haematinics, tetanus immunisation, and intermittent presumptive treatment for malaria twice after their first trimester of pregnancy; women with hiv were offered intrapartum and neonatal single-dose nevirapine for prevention of mother-to-child (vertical) hiv transmission.22",['5'],0,
PMC3018567,S64,"Procedures stool samples were obtained after delivery to assess effectiveness of anthelmintic treatment; thereafter, all mothers received praziquantel and albendazole.","['5', '6a']",0,
PMC3018567,S65,"Procedures infants received bcg and polio immunisation at birth; diphtheria, pertussis, tetanus, haemophilus influenzae, hepatitis b, and polio immunisation at 6, 10, and 14 weeks; and measles immunisation at 9 months.",['5'],0,
PMC3018567,S66,"Procedures children also attended the study clinic when unwell; doctors diagnosed, treated, and recorded their illnesses.",['0'],0,
PMC3018567,S67,"Procedures community fieldworkers visited each participant's home twice a month, measured the child's temperature, and recorded symptoms reported by the child's carer.",['6a'],0,
PMC3018567,S68,"Procedures at age 12 months, blood and stool samples were obtained from the children and growth outcomes were measured.",['6a'],0,
PMC3018567,S69,Procedures children who were unwell at their 12-month visit were given appropriate treatment and asked to return to complete the visit procedures when well.,['6a'],0,
PMC3018567,S70,"Procedures the primary outcomes were immune response at age 1 year to bcg, tetanus, and measles immunisation; incidence of malaria, diarrhoea, pneumonia, measles, and tuberculosis during infancy as diagnosed by doctors at the study clinic; and vertical hiv transmission.18",['6a'],0,
PMC3018567,S71,Procedures planned secondary outcomes were growth and anaemia at age 1 year.,['6a'],0,
PMC3018567,S72,Procedures community-reported data for illness events were included as a secondary outcome for comparison with doctor-diagnosed illness events from clinic visits.,['6a'],0,
PMC3018567,S73,Procedures we also considered two additional unplanned secondary outcomes: infant mortality and asymptomatic malaria (presence of malaria parasitaemia) at 1 year of age.,['6a'],0,
PMC3018567,S74,Procedures cytokine responses at 1 year of age to crude culture filtrate proteins of mycobacterium tuberculosis (ccfp) were measured as an indicator of response to bcg immunisation.,['6a'],0,
PMC3018567,S75,Procedures cytokine responses at age 1 year to tetanus toxoid were measured as an indicator of response to tetanus immunisation.,['6a'],0,
PMC3018567,S76,"Procedures we examined stimulated interferon-γ (type 1), interleukin-5 (type 2), interleukin-13 (type 2), and interleukin-10 (regulatory) responses in a whole-blood assay, as previously described.23",['6a'],0,
PMC3018567,S77,"Procedures total serum igg, igg4, and ige responses to tetanus toxoid were measured by elisa (webappendix p 1).",['6a'],0,
PMC3018567,S78,"Procedures total serum measles-specific igg was measured by elisa (dade behring/siemens, eschborn, germany) according to the manufacturer's protocol.",['6a'],0,
PMC3018567,S79,"Procedures immunological assays were done after all samples had been obtained, in a randomised sequence (by use of a computer-generated random number sequence), to avoid confounding of secular trends with variations in assay performance.",['6a'],0,
PMC3018567,S80,"Procedures for the primary outcome, doctor-diagnosed illness events, clinical malaria was fever (temperature ≥37·5°c) with parasitaemia; diarrhoea was an infant's carer's definition, with stool frequency recorded;24 pneumonia was cough with difficulty in breathing, and age-specific fast breathing;25 measles was defined by standard clinical criteria and confirmed by measurement of specific antibody;26 and children with suspected tuberculosis were investigated as clinically indicated.27",['6a'],0,
PMC3018567,S81,"Procedures for the secondary outcome, community-reported illnesses, febrile illness was defined as measured by fieldworkers (temperature ≥37·5°c) or as reported by the child's carer; diarrhoea as reported by the carer, with stool frequency recorded; presumptive pneumonia was cough with difficulty in breathing, or age-specific fast breathing as measured by fieldworkers.",['6a'],0,
PMC3018567,S82,"Procedures stool samples were examined for helminth ova with the kato-katz method28 and by charcoal culture for strongyloides sterocoralis infection;29 two kato-katz slides were prepared from each sample and examined for hookworm ova within 30 mins of preparation, or examined the next day for other species.",['6a'],0,
PMC3018567,S83,"Procedures hookworm and schistosoma mansoni infections were classified into low, medium, and high intensities according to who guidelines.30",['6a'],0,
PMC3018567,S84,Procedures blood samples were examined by a modified knott's method for mansonella perstans31 and by thick film for malaria parasites.,['6a'],0,
PMC3018567,S85,"Procedures haemoglobin was estimated by coulter analyser (beckman coulter, nyon, switzerland).",['6a'],0,
PMC3018567,S86,"Procedures quality control for kato-katz analyses was provided by the vector control programme of the ministry of health, uganda, and for haematology and malaria parasitology through the uk national external quality assessment schemes.",['6a'],0,
PMC3018567,S87,Procedures mothers' hiv serology was done by rapid test algorithm.30,['6a'],0,
PMC3018567,S88,Procedures blood was obtained from cord and at 6 weeks of age from infants of mothers with hiv for assessment of vertical hiv transmission.,['6a'],0,
PMC3018567,S89,Procedures plasma and whole blood cell pellet were separated by centrifugation and stored at −80°c until assays were done.,['6a'],0,
PMC3018567,S90,"Procedures for detection of hiv-1 proviral dna in infants at 6 weeks, dna was extracted from stored whole blood cell pellets and amplified by nested pcr of three conserved viral regions, tat, gp41, and nef (webappendix p 1).",['6a'],0,
PMC3018567,S91,"Procedures for both cord and 6-week samples, plasma hiv load was measured with bayer versant branched dna assay version 3.0 (bayer, leverkusen, germany) or roche amplicor hiv-1 rna monitor test version 1.5 (roche, nj, usa).",['6a'],0,
PMC3018567,S92,"Procedures infants were regarded as being hiv positive if the 6-week sample had a positive dna pcr for any of the viral regions and a viral load of 1000 copies per ml or more; for four infants, only viral load data were available, so they were used to establish hiv status.",['6a'],0,
PMC3018567,S93,"Procedures viral load and dna-pcr results were concordant apart from one infant (viral load 6699 copies per ml, pcr negative) who was seronegative by rapid test algorithm at age 18 months and was classified as hiv negative.",['0'],0,
PMC3018567,S94,"Procedures in infants with hiv infection, transmission was regarded as likely to have been intrauterine if the viral load in cord blood was 1000 copies per ml or more.",['6a'],0,
PMC3018567,S96,Statistical analysis analysis was done after all children were older than 15 months.,['0'],0,
PMC3018567,S97,"Statistical analysis data for samples and measurements obtained at routine, 1-year visits were included if the child attended within 2 months after their first birthday.",['0'],0,
PMC3018567,S98,Statistical analysis data for illness events and mortality were censored strictly at 1 year.,['0'],0,
PMC3018567,S99,Statistical analysis results for younger twins were excluded from all analyses.,['0'],0,
PMC3028347,S100,"Statistical analysis. bmi z change (or change in each secondary outcome variable) was the dependent variable; metformin treatment was the independent variable; and age, sex, and race/ethnicity were covariates.",['12a'],0,
PMC3028347,S101,Statistical analysis. we then combined the coefficients from analyses of the 20 imputed datasets into a single set of estimates according to rubin’s rules for scalar estimands.,['12a'],0,
PMC3028347,S102,"Statistical analysis. to assess sensitivity of the results to the missing-at-random assumption, we conducted three additional analyses: assuming that all participants who withdrew from the study had major weight gain (≥2.27 kg [≥5 lb]); that those who received metformin had no weight gain, whereas those who received placebo had major weight gain; and that those who received placebo had no weight gain, whereas those who received metformin had major weight gain.",['12b'],0,
PMC3028347,S103,Statistical analysis. we used multiple imputations to impute the missing 6-month weight measurements by using the same imputation model used for the main analysis.,['12b'],0,
PMC3028347,S104,"Statistical analysis. for the three scenarios, we added fixed amounts to the imputed values, reanalyzed the results by using ancova, and combined them by using the rubin rules for scalar estimands.",['12b'],0,
PMC3028347,S105,Statistical analysis. an additional confirmatory analysis used the last-observation-carried-forward method for individuals who did not complete the study.,['12a'],0,
PMC3028347,S106,Statistical analysis. unadjusted analyses were also run both for the imputation and the last-observation-carried-forward models.,['12a'],0,
PMC3028347,S107,"Statistical analysis. because all of these models yielded similar results, only the primary efficacy model is presented.",['0'],0,
PMC3028347,S108,"Statistical analysis. we examined baseline characteristics by simple t tests or, in the case of categorical data, with exact tests.",['12a'],0,
PMC3028347,S109,Statistical analysis. reports of adverse events were also examined by exact tests.,['0'],0,
PMC3028347,S111,"Funding and role of the sponsor. the intramural research programs of nichd and national institute of diabetes and digestive and kidney diseases (niddk), nih, and the national center on minority health and health disparities (ncmhd), nih, which funded the study, had no role in study design, data accrual, data analysis, or manuscript preparation.",['0'],0,
PMC3028347,S112,"Funding and role of the sponsor. the authors designed the study, wrote and made the decision to submit the manuscript for publication, and affirmed the completeness, accuracy, and integrity of the data and data analyses.",['0'],0,
PMC3028347,S113,"Funding and role of the sponsor. monitoring of the study, measurement and adjudication of study end points, and statistical analyses were performed by the authors without sponsor involvement.",['0'],0,
PMC3028347,S114,Funding and role of the sponsor. the manuscript was drafted by the principal investigator and revised by the coauthors.,['0'],0,
PMC3028347,S36,"Study sample. obese children, aged 6–12 years, recruited through newspaper advertisements and letters to physicians, were eligible if they had bmi ≥95th percentile according to the centers for disease control and prevention 2000 growth charts for the united states; were prepubertal or early pubertal (defined as breast tanner stage i–iii for girls; testes <8 ml for boys); and had fasting hyperinsulinemia, defined as fasting insulin ≥15 μu/ml, the 99th percentile for fasting insulin among 224 nonobese 6- to 12-year-old children studied as outpatients at the national institutes of health (nih) with the same insulin assay (unpublished data).",['4a'],0,
PMC3028347,S37,Study sample. this cut point is also consistent with some prior adult data (41).,['0'],0,
PMC3028347,S38,"Study sample. children were excluded if they had impaired fasting glucose, were diabetic, or reported a diagnosed renal, cardiac, endocrine, pulmonary, or hepatic disease that might alter body weight.",['4a'],0,
PMC3028347,S39,Study sample. subjects were excluded for baseline creatinine >1 mg/dl and for alanine aminotransferase (alt) or aspartate aminotransferase (ast) that exceeded 1.5 times the upper limit of the laboratory normal range.,['4a'],0,
PMC3028347,S40,"Study sample. the study was approved by the institutional review boards of the eunice kennedy shriver national institute of child health and human development (nichd), nih, and the phoenix area indian health service.",['0'],0,
PMC3028347,S41,Study sample. written assent and consent were obtained from children and their parents.,['0'],0,
PMC3028347,S42,Study sample. the study was overseen by a data and safety monitoring board convened by nichd.,['0'],0,
PMC3028347,S44,Design overview. we conducted a single-center trial from september 2000 to august 2008.,['0'],0,
PMC3028347,S45,"Design overview. after an outpatient screening visit, participants were admitted as inpatients to the nih clinical research center (crc) for assessment and then entered a 6-month randomized placebo-controlled double-blind treatment period and were then readmitted for reassessment.",['3a'],0,
PMC3028347,S46,Design overview. participants who completed the randomized phase were offered an additional 6 months of open-label metformin.,['0'],0,
PMC3028347,S48,"Randomization and interventions. we randomly assigned participants in a 1:1 randomization ratio to receive metformin hydrochloride or placebo, twice daily with meals.",['5'],0,
PMC3028347,S49,"Randomization and interventions. investigators assigned consecutive code numbers to participants from prespecified lists stratified by race/ethnicity, sex, and degree of pubertal development.",['8a'],0,
PMC3028347,S50,Randomization and interventions. the crc pharmaceutical development section used permuted blocks with stratification to generate allocations that translated code numbers into study group assignments by using a pseudo-random number program and prepared identically appearing placebo and metformin (u.s.p.,"['8b', '11b', '8a']",0,
PMC3028347,S50, Randomiz Plan and interventions nursing  the crc Procedures involving the use of pharmaceuticals biologicals developments section used by permuted occlusions with stratification to degeneration allocations that translated a codes numbers into Scientific Study group assignments by using a pseudo-random number Urographies and Pre Par identically appearing PLCB and metformin (u.s.p.,"['8b', '11b', '8a']",1,umls
PMC3028347,S50, Randomiz Plan and nursing interventions  the crc Procedures involving the use of pharmaceuticals biological development section used by permuted obstruction with stratification to degenerated allocations that translated A Codes numbers into scientific studies group assignments by using a pseudo-random number Urography and Yutopar identically appearing sham treatment and metformin (u.s.p.,"['8b', '11b', '8a']",1,umls
PMC3028347,S50,with interventions. and the crc pharmaceutical development placebo used permuted blocks Randomization into numbers study allocations that translated code and stratification and group assignments by using a pseudo-random number program metformin prepared identically generate section appearing to (u.s.p.,"['8b', '11b', '8a']",1,random swap
PMC3028347,S50, Randomiz Plan and nursing intervention  the crc Procedures involving the use of pharmaceuticals Maturation section Used by permuted obstruction with stratification to degeneration allocations that translated a codes numbers into scientific studies group assignments by using a pseudo-random number Urography and Yutopar identically appearing sham treatment and metformin (u.s.p.,"['8b', '11b', '8a']",1,umls
PMC3028347,S50, Randomiz Plan and Nursing interventions  the crc Procedures involving the use of pharmaceuticals biological development section used by permuted obstruction with stratification to degeneration allocations that translated a codes numbers into studies group assignments by using a pseudo-random number urography and Pre Par identically appearing PLCB and metformin (u.s.p.,"['8b', '11b', '8a']",1,umls
PMC3028347,S51,"Randomization and interventions. grade; sst corporation, clifton, nj) capsules (250 mg/capsule).","['11b', '8b', '8a']",0,
PMC3028347,S51,"Randomization capsules and grade; corporation, sst clifton, nj) interventions. (250 mg/capsule).","['11b', '8b', '8a']",1,random swap
PMC3028347,S51,"randomisation and interventions. grade; sst corporation, clifton, nj) capsulize (250 mg/capsule).","['11b', '8b', '8a']",1,synonym
PMC3028347,S51," Randomiz Plan and nursing interventions  School Grade  sst corporation, clifton, nj) capsules (250 mg Capsule of body organ .","['11b', '8b', '8a']",1,umls
PMC3028347,S51," Randomiz Plan and Nursing interventions  School Grade  sst corporation, clifton, nj) capsules (250 mg Structure of organ capsule .","['11b', '8b', '8a']",1,umls
PMC3028347,S52,Randomization and interventions. pharmacy personnel not involved with the conduct of the study dispensed study capsules in containers that differed only by participant code number.,['9'],0,
PMC3028347,S52,Randomization and involved pharmacy personnel interventions. dispensed only the conduct study the study in of capsules not containers that differed by with participant code number.,['9'],1,random swap
PMC3028347,S52, Randomiz Plan and nursing interventions  Pharmacy domain personnel not involved with the conduct of the studies Dose dispenser studies capsules in European Directorate for the Quality of Medicines and HealthCare Containers that differed only by participant A Codes number.,['9'],1,umls
PMC3028347,S53,"Randomization and interventions. no participant, investigator, or other medical or nursing staff interacting with participants was aware of study group assignments during the trial.",['11a'],0,
PMC3028347,S54,"Randomization and interventions. once baseline assessments were completed, subject’s study medication dose was progressively increased according to a prespecified algorithm over a 3-week period, starting with 500 mg twice daily and increasing to a maximum dose of 1,000 mg twice daily.",['5'],0,
PMC3028347,S55,Randomization and interventions. the typical adult maximum dose was selected as the goal because the weight of the severely obese participants to be enrolled (table 1) was anticipated to be similar to that of adults.,['5'],0,
PMC3028347,S56,Randomization and interventions. we decreased the dose by 250 mg/dose for 1 week when participants reported difficulty tolerating study medication and then attempted to increase it.,['5'],0,
PMC3028347,S57,Randomization and interventions. study medication dose was progressively lowered by 250 mg/day if a prescribed dosage could not be tolerated after a 7-day trial.,['5'],0,
PMC3028347,S58,"Randomization and interventions. once a tolerated dose was found, attempts were made to increase the dosage prescribed.",['5'],0,
PMC3028347,S59,Randomization and interventions. study medication was discontinued if 250 mg/day was not tolerated.,['5'],0,
PMC3028347,S60,Randomization and interventions. a daily chewable multivitamin (flintstones complete) containing 6 μg cyanocobalamin was also prescribed.,['5'],0,
PMC3028347,S61,"Randomization and interventions. after conclusion of the randomized phase, participants were prescribed increasing doses of commercially available metformin in two divided doses with a maximum dose of 2,000 mg/day plus a daily multivitamin for an additional 6 months.",['5'],0,
PMC3028347,S62,"Randomization and interventions. table 1 baseline participant characteristics          during both study phases, each participant and a parent/guardian met monthly with a dietitian who administered a weight-reduction lifestyle modification program that promoted a reduced-energy diet, increased physical activity, and decreased inactivity.",['5'],0,
PMC3028347,S63,Randomization and interventions. participants were trained to complete a baseline 7-day food diary that was reviewed by a registered dietitian.,['5'],0,
