PMCID,sentence_id,text,CONSORT_item,augment,methods
PMC3002766,S64,"Outcomes healing was defined as complete epithelialisation, regardless of residual pain.",['6a'],0,
PMC3002766,S65,Outcomes maintenance of cardinal ulcer healing required no recurrence at or contiguous to the original location at week 24 (if healing occurred before or at week 12) or during 12 weeks of observation with permissible extension of the treatment period (if healing occurred after week 12).,['6a'],0,
PMC3002766,S66,"Outcomes to verify that the effect of treatment would not vary substantially across relevant baseline subgroups, the number of new dus up to week 24 was additionally analysed in subgroups based on predefined baseline factors associated with disease severity.",['6a'],0,
PMC3002766,S67,"Outcomes secondary and exploratory end points included: (1) reduction of new dus and overall du number (proportions of patients with no new dus and with each number of new dus up to week 24, time to onset of each number of new dus up to week 24 and change from baseline to week 24 in total number of all dus), (2) healing (time to healing of all baseline dus and of all new dus through week 24, and proportions of patients with healing of all dus by the end of week 24) and (3) pain and disability parameters (changes from baseline to week 24: in pain of the cardinal ulcer and overall hand pain assessed on visual analogue scales; hand disability index (an averaged score from the three health assessment questionnaire (haq) domains of dressing/grooming, grip and hygiene); and haq disability index18 19).",['6a'],0,
PMC3002766,S68,"Outcomes post hoc analyses included: (1) the number of new dus up to week 12 in the overall patient population and in subgroups defined by randomisation month (october–february or autumn–winter and march–september or spring–summer) and (2) number of new dus, time to each successive new du and total number of dus through week 24 in subgroups defined by the number of dus at baseline (<4 and ≥4).",['6a'],0,
PMC3002766,S69,"Outcomes patients were evaluated at randomisation/baseline and every 4 weeks during treatment (or premature withdrawal, week 24 and, if applicable, 12 weeks after healing of the cardinal ulcer), with dus assessed at each study visit.",['0'],0,
PMC3002766,S70,Outcomes safety was continually monitored.,['0'],0,
PMC3002766,S72,"Statistical methods efficacy analyses were performed on all treated patients using sas software (sas institute, cary, north carolina, usa).",['12a'],0,
PMC3002766,S73,Statistical methods means±ses are presented for numerical variables and kaplan–meier estimates for time-to-event variables.,['12a'],0,
PMC3002766,S74,Statistical methods treatment effects for the primary end points were evaluated using the pitman permutation (new dus) and log-rank test with asymptotic approximation (time to healing of the cardinal ulcer).,['12a'],0,
PMC3002766,S75,"Statistical methods missing data on new dus were imputed using extrapolation, with the incidence rate of new dus at the last assessment corrected for the missing time period.",['12a'],0,
PMC3002766,S76,Statistical methods the worst of either the calculated number or observed values at week 24 was used for patients who prematurely discontinued study treatment.,['0'],0,
PMC3002766,S77,"Statistical methods patients with no valid assessment post baseline (three patients on bosentan, one on placebo) were excluded from the main analysis.",['0'],0,
PMC3002766,S78,Statistical methods treatment effects for new dus in predefined subgroups were presented as point estimates and 95% two-sided cis.,['12a'],0,
PMC3002766,S79,"Statistical methods for exploratory purposes, statistical tests of treatment difference were provided for planned secondary/exploratory and unplanned post hoc efficacy analyses and included the pitman permutation (for changes from baseline), the fisher exact test (for proportions) and the log-rank test (for times to event), each performed without correction for multiple testing.","['12a', '12b']",0,
PMC3002766,S80,"Statistical methods placebo-corrected changes from baseline, rr and hrs from cox modelling were each reported with 95% cis where appropriate.","['12a', '12b']",0,
PMC3002766,S81,"Statistical methods safety and baseline data were summarised descriptively, with no statistical testing planned or given.",['0'],0,
PMC3002834,S49,"Study subjects we studied a subgroup of crs patients from the epocares trial (clinicaltrials.gov, nct00356733), and healthy controls of comparable age and gender.",['0'],0,
PMC3002834,S50,Study subjects a detailed description with inclusion and exclusion criteria of the study has previously been published.14,['4a'],0,
PMC3002834,S51,Study subjects the protocol was approved by the medical ethics committee and all patients gave informed consent.,['0'],0,
PMC3002834,S52,Study subjects procedures were in accordance with the helsinki declaration.,['0'],0,
PMC3002834,S53,"Study subjects patients with mild anaemia (women: 6.4–7.4 mmol/l; men: 6.4–7.8 mmol/l), moderate ckd (estimated creatinine clearance 20–70 ml/min, cockcroft–gault formula) and chf (functional nyha class ii–iv, based on symptoms, signs and objective abnormality on echocardiography,15 reduced ejection fraction (<50%) or left ventricular end-diastolic volume index <97 ml/m2 with evidence of diastolic left ventricular dysfunction16) were included.",['4a'],0,
PMC3002834,S55,Study design epc levels and function were compared between 45 crs patients at baseline and 20 healthy controls.,['6a'],0,
PMC3002834,S56,"Study design the effects of epo treatment were evaluated in an open-label, randomised design.",['3a'],0,
PMC3002834,S57,"Study design patients received epo treatment (50 iu/kg/week; neorecormon, roche pharmaceuticals, woerden, netherlands) or standard treatment without epo for one year.",['5'],0,
PMC3002834,S58,"Study design short-term effects of epo (n =30) versus no epo (n =15) were evaluated after 18 days (3 days after third epo injection), when epo treatment was not yet expected to result in a haematopoietic response.",['6a'],0,
PMC3002834,S59,"Study design long-term (52 week) effects of epo were assessed in a subgroup of epo-treated patients, who were allowed to increase haemoglobin (hb) levels up to 8.5 mmol/l for men and 8.3 mmol/l for women (n =13), and a non epo-treated group (n =13).",['6a'],0,
PMC3002834,S61,"Plasma measurements serum epo levels were measured by sandwich chemiluminescent immunoassay (immulite 2000 platform, siemens healthcare diagnostics, breda, netherlands).",['6a'],0,
PMC3002834,S62,"Plasma measurements endothelial dysfunction, epc mobilising factors and inflammation markers were measured using elisa (e-selectin, vascular cell adhesion molecule-1 (vcam-1), interleukin (il)-6, vegf, sdf-1α (r&d systems, minneapolis, minnesota, usa) and thrombomodulin (diaclone, stamford, connecticut, usa)) or multiplex immunoassay17 (intercellular adhesion molecule-1 (icam-1) and monocyte chemotactic protein-1 (mcp-1) (bio-rad laboratories,hercules, california, usa)).",['6a'],0,
PMC3002834,S63,"Plasma measurements high sensitivity c reactive protein (hscrp) was determined by particle-enhanced immunonephelometry (standard cardio-phase hscrp for bnii, dade behring holding, liederbach, germany).",['6a'],0,
PMC3002834,S64,"Plasma measurements n-terminal prohormone of brain natriuretic peptide (nt-probnp) was measured using electrochemiluminescense immunoassay (cobas ca6000, roche, mannheim, germany).",['6a'],0,
PMC3002834,S65,Plasma measurements samples were measured in duplicate and averaged for analysis.,['6a'],0,
PMC3002834,S67,"Circulating EPC levels circulating epc were defined as cells positive for haematopoietic stem cell marker cd34 and endothelial marker kinase insert domain receptor (kdr; ie, vegf receptor-2).",['6a'],0,
PMC3002834,S68,Circulating EPC levels this cd34+kdr+-epc has previously shown clinical importance by predicting cardiovascular events and death in cardiovascular risk populations.18 19,['0'],0,
PMC3002834,S69,"Circulating EPC levels blood (100 μl) was incubated with anti-cd34-fitc (bd pharmingen, california, usa), anti-kdr-pe (r&d systems) and anti-cd45-pe-cy7 (bd pharmingen) antibodies for 45 min. erythrocytes were lysed and analysed by flow cytometry (beckman coulter, california, usa).",['6a'],0,
PMC3002834,S70,Circulating EPC levels circulating hsc and epc were identified as cd34+ and cd34+kdr+ cells in the lymphocyte region of the forward/sideward scatter plot.,['6a'],0,
PMC3002834,S71,"Circulating EPC levels cell numbers were quantified relative to 105 granulocytes, identified as cd45+ cells with a typical granulocyte distribution.",['6a'],0,
PMC3002834,S72,Circulating EPC levels measurements were performed in duplicate and results were averaged.,['6a'],0,
PMC3002834,S73,Circulating EPC levels isotype-stained samples served as negative controls.,['6a'],0,
PMC3002834,S75,Outgrowth of EPC in culture epc outgrowth from mononuclear cells (mnc) was assessed as described previously.3,['6a'],0,
PMC3002834,S76,"Outgrowth of EPC in culture in brief, mnc were isolated from blood using ficoll density gradient separation (histopaque 1077, sigma, st louis, missouri, usa).",['6a'],0,
PMC3002834,S77,"Outgrowth of EPC in culture to evaluate epc outgrowth in culture, 107 mnc/well were seeded on a human fibronectin (sigma) coated 6-well plate in egm-2 (cambrex, baltimore, maryland, usa), supplemented with accompanying aliquots, 20% fetal calf serum (invitrogen, carlsbad, california, usa), 100 ng/ml recombinant vegf-165 (r&d systems) and antibiotics.",['6a'],0,
PMC3002834,S78,Outgrowth of EPC in culture medium was changed after 4 days to wash non-adherent cells away.,['6a'],0,
PMC3002834,S79,"Outgrowth of EPC in culture after 7 days, cultured epc in selected wells were placed on serum free medium (ebm-2 with hegf, hydrocortisone, ga-1000, r3-igf-1, ascorbic acid, heparin and antibiotics) overnight.",['6a'],0,
PMC3002834,S80,"Outgrowth of EPC in culture conditioned medium was stored for functional experiments and cultured epc were detached by trypsin and cell scraping, and automatically counted using a haemocytometer.",['6a'],0,
PMC3002834,S82,In vitro scratch wound assay the potential of epc outgrowth to excrete paracrine factors that stimulate endothelial cell migration was assessed by in vitro scratch wound assay.20,['6a'],0,
PMC3002834,S83,"In vitro scratch wound assay in brief, epc outgrowth medium was placed on a mechanically scratched confluent human microvascular endothelial cell layer.",['6a'],0,
PMC3002834,S84,"In vitro scratch wound assay after 6 h, the extent of scratch closure relative to the starting width was compared between study groups using light photography.",['6a'],0,
PMC3002834,S85,In vitro scratch wound assay each sample was measured in two separate wells and two picture fields per well were examined.,['6a'],0,
PMC3002834,S86,In vitro scratch wound assay results were averaged for data analysis.,['6a'],0,
PMC3002834,S88,Statistical analysis data analysis was performed using spss v.15.0 for windows.,['12a'],0,
PMC3002834,S89,Statistical analysis data distribution was tested by the kolmogorov–smirnov test.,['12a'],0,
PMC3002834,S90,Statistical analysis data are expressed as mean ± sd for parametric data and as median (iqr) for non-parametric data.,['12a'],0,
PMC3002834,S91,Statistical analysis differences between groups were analysed using student's t test or the mann–whitney test.,['12a'],0,
PMC3002834,S92,Statistical analysis fisher's exact test was used to analyse whether proportions of categories varied by group.,['12a'],0,
PMC3002834,S93,Statistical analysis multiple group comparisons were performed using anova with lsd post-hoc testing for which non-parametric data were log-transformed.,['12a'],0,
PMC3002834,S94,Statistical analysis correlations were measured by pearson's or spearman's correlation coefficient where appropriate.,['12a'],0,
PMC3002834,S95,Statistical analysis multivariate determinants of log-transformed progenitor cell counts were identified by stepwise multiple linear regression analysis.,['12a'],0,
PMC3002834,S96,Statistical analysis a value of p <0.05 was considered statistically significant.,['0'],0,
PMC3016167,S100,"Study treatments mesobuthus tamulus is not the only venomous scorpion in the state of western maharashtra, but it may be the only dangerously venomous scorpion in the mahad area.24 25",['0'],0,
PMC3016167,S101,Study treatments haffkine biopharma (mumbai) has been manufacturing monovalent anti-scorpion venom serum f(ab)2 against mesobuthus tamulus since 1997 and it has been available for clinical use in a rural setting since 2002.,['0'],0,
PMC3016167,S102,Study treatments studies conducted at different times show that the antivenom is potent; 1 ml of reconstituted anti-scorpion venom serum neutralised 1.2 mg of indian red scorpion venom by intravenous route in an in vivo study in mice.35,['0'],0,
PMC3016167,S103,"Study treatments the maximum volume of venom injected in one sting by the indian red scorpion is 1.5 mg, and each ml of antivenom is capable of neutralising 1.2 to 1.5 mg of venom.36",['0'],0,
PMC3016167,S104,"Study treatments a single 30 ml dose of haffkine biopharma monovalent antivenom (batch no ss811001, manufacturing date november 2008, expiry date april 2013) was added to 100 ml of normal saline, which was infused intravenously over 30 minutes irrespective of patient’s age.",['5'],0,
PMC3016167,S105,"Study treatments during infusion the patient was closely observed for reaction to the serum in the form of sudden onset of vomiting, urticaria, hypotension, tachycardia, bronchospasm, angioneurotic oedema, or anaphylaxis.",['5'],0,
PMC3016167,S106,"Study treatments oral prazosin (batch no ml.nh 138 batch no gk 60372 manufactured 04/2006, expiry 03/2011, and ml.nh 138 batch no gk 80282 manufactured 02/2008, expiry 01/2013) was given at a dose of 250 µg in children up age 18 years and 500 µg in adults.",['5'],0,
PMC3016167,S107,Study treatments the same dose was repeated at intervals of 3 hours until the extremities were cold.,['5'],0,
PMC3016167,S108,Study treatments similar doses were administered in both randomisation groups.,['5'],0,
PMC3016167,S109,Study treatments dehydration owing to vomiting and sweating was corrected by intravenous crystalloid solution.,['5'],0,
PMC3016167,S110,Study treatments the prazosin treated group required longer duration and larger volumes of intravenous crystalloid solution than the antivenom plus prazosin group.,['5'],0,
PMC3016167,S111,Study treatments patients who developed grade 3 and 4 symptoms were transferred to the intensive care unit.,['5'],0,
PMC3016167,S112,Study treatments before discharge all participants were immunised for tetanus.,['5'],0,
PMC3016167,S114,Outcomes the primary end point was the proportion of patients achieving resolution of the grade 2 clinical syndrome at the end of 10 hours after administration of the study drugs and prevention of deterioration to grade 3 and 4.18 21 37,['6a'],0,
PMC3016167,S115,"Outcomes secondary end points were time required for complete resolution of clinical syndrome, prevention of deterioration to higher grade, doses of prazosin required within 10 hours and overall, and adverse events.",['6a'],0,
PMC3016167,S46,Trial design this study and trial were done without the help of any funding agency.,['0'],0,
PMC3016167,S47,Trial design anti-scorpion antivenom was purchased from haffkine biopharma mumbai and given to participants in this trial.,['0'],0,
PMC3016167,S48,"Trial design we proposed to include people admitted with scorpion sting over one year, between march 2009 and february 2010.",['4a'],0,
PMC3016167,S49,"Trial design this was a randomised (1:1 allocation ratio), parallel group, open label, controlled trial conducted at bawaskar hospital in mahad, a region of india with a population of 20 000, situated 180 km south of mumbai on the mumbai-goa highway.","['3a', '4b']",0,
PMC3016167,S49," Clinical trial protocol Trial design section this was a randomised (1:1 allocation ratio), parallel group, open patient package leaflet  Disease Controlled Cardiac Atria conducted at bawaskar Patient in hospital in mahad, a region of india with a population of 20 000, situated 180 km south of mumbai on the mumbai-goa highway.","['3a', '4b']",1,umls
PMC3016167,S50,Trial design an independent data and safety monitoring board monitored the trial and had access to the all data.,['0'],0,
PMC3016167,S51,Trial design statistical analysis was done by a statistician in collaboration with the investigators.,['0'],0,
PMC3016167,S52,Trial design the study design was approved by the independent ethics committee of byl medical college mumbai (iec/08/39) and all participants provided written informed consent.,['0'],0,
PMC3016167,S54,Sample size the primary efficacy variable was the time required for recovery after venomous scorpion sting.,['6a'],0,
PMC3016167,S55,"Sample size we estimated that 35 patients in each group would be required to achieve 80% power; α=0.05 to detect a mean difference of four hours in the recovery time between the groups, assuming a mean recovery time of 10 hours (sd 2.5 hours) in the antivenom plus prazosin group and 14 (sd 3) hours for the prazosin alone group.",['7a'],0,
PMC3016167,S57,Randomisation a statistician generated the sequentially numbered randomisation list with random block sizes of 4 4 2 4 4 6 2 4 6 6 6 8 4 8 2 using www.randomisation.com.,"['8a', '8b']",0,
PMC3016167,S58,Randomisation this process can be reproduced by using seed 22491 (6 march 2009).,['8a'],0,
PMC3016167,S59,"Randomisation this randomisation sequence was concealed by using sequentially numbered, opaque, sealed, and stapled envelopes.",['9'],0,
PMC3016167,S59,"randomisation Randomisation this randomisation sequence was concealed by randomisation randomization using sequentially numbered, randomisation opaque, sealed, and stapled envelopes.",['9'],1,random insertion
PMC3016167,S59,"Randomisation this envelopes. concealed was sealed, by using sequentially numbered, opaque, stapled and sequence randomisation",['9'],1,random swap
PMC3016167,S60,Randomisation envelopes were opened alternately by hsb or phb after an eligible patient consented to take part in the trial and patients were allocated according to the randomisation label inside the envelope.,['10'],0,
PMC3016167,S62,Statistical methods demographic factors and clinical characteristics were summarised as counts (percentages) for categorical variables and as mean (standard deviation; sd) for normally distributed continuous variables.,"['12a', '12b']",0,
PMC3016167,S63,Statistical methods all patients who had been randomly assigned to a treatment group were included in the intention-to-treat analyses.,['0'],0,
PMC3016167,S64,"Statistical methods the groups were compared using χ2 test or fisher’s exact test for categorical variables, unpaired t test for normally distributed continuous variables, and mann-whitney u test for other continuous variables.","['12a', '12b']",0,
PMC3016167,S65,Statistical methods we analysed results with spss 17 software.,['12a'],0,
PMC3016167,S66,"Statistical methods blood pressure and pulse rate were measured at different time points and were repeated factors, and treatment group was included as a between-participant measure.",['12b'],0,
PMC3016167,S67,Statistical methods α was set at 0.05.,['0'],0,
PMC3016167,S68,Statistical methods we used the greenhouse-geisser p value.,"['12a', '12b']",0,
PMC3016167,S70,Patients between march 2009 and february 2010 we recruited patients who reported to bawaskar hospital and mahad research centre after being stung by mesobuthus tamulus (fig 1).2 4 6 31,['4a'],0,
PMC3016167,S71,Patients fig 1 indian red scorpion (mesobuthus tamulus),['0'],0,
PMC3016167,S73,"Inclusion and exclusion criteria patients were eligible for enrolment if they reported to hospital with mesobuthus tamulus sting of clinical grade 2 severity, with an interval of less than six hours between sting and hospital admission, and were older than six months.",['4a'],0,
PMC3016167,S74,"Inclusion and exclusion criteria mesobuthus tamulus sting was confirmed if the victim or bystander had seen a red scorpion, had brought in the killed specimen, or recognised the hospital’s preserved specimen.",['4a'],0,
PMC3016167,S75,"Inclusion and exclusion criteria in this way we made sure that mesobuthus tamulus was not confused with palamneus gravimanus, a larger scorpion that is less lethal and causes only severe local pain without systemic involvement or transient reversible cardiovascular effects.1 32",['0'],0,
PMC3016167,S76,"Inclusion and exclusion criteria major exclusion criteria were: patient reporting six hours after sting, pregnant women, history of taking prazosin or antivenom, history of bronchial asthma, history of allergic reaction to foreign serum, and refusal to give consent.",['4a'],0,
PMC3016167,S77,Inclusion and exclusion criteria written informed consent was obtained in the local language.,['0'],0,
PMC3016167,S78,"Inclusion and exclusion criteria for illiterate adults, a literate relative of the patient read the statement out loud to them and consent was obtained by thumb impression witnessed by the relative.",['0'],0,
PMC3016167,S79,Inclusion and exclusion criteria parent’s consent was obtained for minor children.,['0'],0,
PMC3016167,S80,"Inclusion and exclusion criteria the study protocol was approved by the independent ethics committee of mumbai (registration number 1433/1999g.b.b.s.d, iec/08/39).",['0'],0,
PMC3016167,S81,Inclusion and exclusion criteria all people admitted with scorpion sting between march 2009 to february 2010 were insured by the oriental insurance company limited clinical trial liability cover policy no 111600/48/2009/227.,['0'],0,
PMC3016167,S83,Evaluation of clinical grade cases are graded according to severity of clinical manifestations on arrival at hospital (box).,['0'],0,
PMC3016167,S84,"Evaluation of clinical grade severity of clinical manifestations, morbidity, and mortality depend on the time lapsed between sting and hospital admission, as well as the grade of a case on arrival.5 9 18 33 34",['0'],0,
PMC3016167,S86,"Evaluation of clinical grade grade 1: severe, excruciating local pain at the sting site radiating along with corresponding dermatomes, mild local oedema with sweating at the sting site, without systemic involvement",['0'],0,
PMC3016167,S87,"Evaluation of clinical grade grade 2: signs and symptoms of autonomic storm characterised by acetylcholine excess or parasympathetic stimulation (vomiting, profuse sweating from all over body, ropey salivation, bradycardia, premature ventricular contraction, hypotension, priapism in men) and sympathetic stimulation (hypertension with blood pressure >140/90, tachycardia with heart rate >120 per minute, cold extremities, transient systolic murmur).",['0'],0,
PMC3016167,S88,"Evaluation of clinical grade grade 3: cold extremities, tachycardia, hypotension or hypertension with pulmonary oedema (respiratory rate >24 per minute, basal rales or crackles in lungs).",['0'],0,
PMC3016167,S89,"Evaluation of clinical grade grade 4: tachycardia, hypotension with or without pulmonary oedema with warm extremities (warm shock).",['0'],0,
PMC3016167,S90,Evaluation of clinical grade patients with grade 2 signs and symptoms were included in the present study.,['4a'],0,
PMC3016167,S91,"Evaluation of clinical grade after giving written consent, all eligible patients were examined by one of the two authors and baseline data were recorded on a standard form.",['0'],0,
PMC3016167,S92,"Evaluation of clinical grade data included age, sex, time between sting and hospital admission, and history of any medication before admission, vomiting soon after sting, or paraesthesia (tingling and numbness in the perioral region, or sometimes reported by the patient to be felt all over the body).",['0'],0,
PMC3016167,S93,"Evaluation of clinical grade one of the authors sat by the side of the patients and closely clinically examined them for signs and symptoms of systemic manifestations: presence of profuse sweating all over the body, ropey salivation, priapism in men, heart murmur, coolness of the extremities.",['0'],0,
PMC3016167,S94,"Evaluation of clinical grade blood pressure, heart rate, cardiac arrhythmias, respiratory rate, and oxygen saturation were monitored on a multipara monitor.",['6a'],0,
PMC3016167,S95,"Evaluation of clinical grade these findings were noted on admission at 00.00, at 30 minutes, and at 1, 2, 4, 6, 8, 10, 14, 18, and 24 hours.",['6a'],0,
PMC3016167,S96,Evaluation of clinical grade subsequent improvement or deteriorations to grade 3 or 4 were closely followed by the author who examined the patient on arrival.,['6a'],0,
PMC3016167,S97,"Evaluation of clinical grade blood was collected from all participants on admission for measurement of haemoglobin, white cell count, and creatine kinase-mb.",['6a'],0,
PMC3016167,S98,"Evaluation of clinical grade a 12 lead electrocardiogram (ecg) was done on arrival, after six hours, and before discharge.",['6a'],0,
PMC3018567,S100,"Statistical analysis on the basis of our preliminary study,32 the planned cohort size of 2500 was expected to accrue 1860 person-years of follow-up in infancy and 1594 infants were expected to be seen at age 1 year.",['7a'],0,
PMC3018567,S101,"Statistical analysis for either maternal treatment, assuming no interaction between treatments, this number would give 80% power to detect rate ratios of 0·82 for malaria, 0·91 for diarrhoea, and 0·76 for pneumonia, with p values of less than 0·05, assuming frequency of disease in the placebo groups to be 50 per 100 person-years for malaria,33 190 per 100 person-years for diarrhoea,34 and 25 per 100 person-years for pneumonia.35",['7a'],0,
PMC3018567,S102,"Statistical analysis incidence of both tuberculosis and measles was expected to be low,18 therefore only very large differences in incidence would be detected.",['0'],0,
PMC3018567,S103,"Statistical analysis samples from 1594 infants assessed at 1 year would detect differences in infant cytokine responses of 0·11 log10 between intervention groups.18,32",['0'],0,
PMC3018567,S104,Statistical analysis the patients that were included in analysis for each of the primary outcomes differed because data for each outcome was obtained at different times.,['0'],0,
PMC3018567,S105,"Statistical analysis for immune response at age 1 year, analysis included all children who provided a blood sample at 1 year and who had received full bcg (for ccfp analysis) or tetanus (for tetanus toxoid analysis) immunisation at entebbe hospital; second-born twins were excluded.",['0'],0,
PMC3018567,S106,"Statistical analysis for incidence of infectious diseases during infancy, analysis included all liveborn children, excluding second-born twins.",['0'],0,
PMC3018567,S107,"Statistical analysis for vertical hiv transmission, analysis included all children whose mothers were not receiving highly-active antiretroviral therapy, and from whom blood samples at age 6 weeks were available; second-born twins were excluded.",['0'],0,
PMC3018567,S108,"Statistical analysis cytokine and antibody responses showed skewed distributions, with disproportionate numbers of zero values.",['0'],0,
PMC3018567,S109,Statistical analysis results were transformed to log10(concentration+1) and analysed by linear regression with bootstrapping to estimate bias-corrected accelerated confidence intervals.36,['12a'],0,
PMC3018567,S110,Statistical analysis regression coefficients were back-transformed to give geometric mean ratios.,['12a'],0,
PMC3018567,S111,Statistical analysis interactions were examined with wald tests.,['12a'],0,
PMC3018567,S112,"Statistical analysis for doctor-diagnosed disease incidence, time at risk began at birth and was censored at loss to follow-up, death, or age 1 year.",['0'],0,
PMC3018567,S113,"Statistical analysis all children with known date of birth were included in the analysis until censoring, irrespective of whether they had made a clinic visit for illness.",['0'],0,
PMC3018567,S114,"Statistical analysis for each disease, we calculated incidence rates for all events.",['12a'],0,
PMC3018567,S115,"Statistical analysis disease episodes within 14 days of an initial presentation with the same disease were regarded as part of the same episode and excluded from the analysis; time at risk was adjusted accordingly, excluding these 14-day periods from the total person-time denominator.",['0'],0,
PMC3018567,S116,"Statistical analysis hazard ratios (hrs) for effects of treatment were calculated with cox regression, with robust ses to allow for within-child clustering.",['12a'],0,
PMC3018567,S117,"Statistical analysis for community-reported illness data, a generalised-estimating-equation approach with exchangeable correlation structure was used to model effects of treatment on repeated binary outcomes.",['12a'],0,
PMC3018567,S118,Statistical analysis odds ratios (ors) for the effects of treatment on vertical hiv transmission were calculated with logistic regression.,['12a'],0,
PMC3018567,S119,Statistical analysis the prevalence of asymptomatic malaria at 1 year was compared between treatment groups with logistic regression.,['12a'],0,
PMC3018567,S120,"Statistical analysis infant mortality per 1000 livebirths was estimated from kaplan-meier survival probabilities to age 1 year, and effects of maternal anthelmintic treatment were assessed by cox regression.",['12a'],0,
PMC3018567,S121,"Statistical analysis weight-for-age, height-for-age, and weight-for-height z scores at 1 year were derived from who growth standard reference scales, with igrowup macros.",['12a'],0,
PMC3018567,S122,Statistical analysis we examined effects of maternal treatment on z scores and on haemoglobin at 1 year by linear regression.,['12a'],0,
PMC3018567,S123,"Statistical analysis we did two prespecified subgroup analyses, examining effects of albendazole treatment in children of mothers with a hookworm infection, and effects of praziquantel treatment in children of mothers with schistosomiasis.",['12b'],0,
PMC3018567,S124,Statistical analysis differences between subgroups were examined by fitting interaction terms in regression models.,['12b'],0,
PMC3018567,S125,Statistical analysis all p values were two-sided with no adjustment made for multiple comparisons.,"['12a', '12b']",0,
PMC3018567,S126,Statistical analysis analyses were done with stata 10.1.,['12a'],0,
PMC3018567,S128,"Role of the funding source the sponsor of the study had no role in study design, data collection, data analysis, data interpretation, or writing of the report.",['0'],0,
PMC3018567,S129,Role of the funding source ame had full access to all the data in the study and had final responsibility for the decision to submit for publication.,['0'],0,
PMC3018567,S46,Study design and patients the study is described in detail elsewhere.18,['0'],0,
PMC3018567,S47,"Study design and patients briefly, the study area was entebbe municipality and katabi subcounty, beside lake victoria, uganda.",['4b'],0,
PMC3018567,S47,"evergreen state Study design and patients briefly, athletic field the study area was entebbe municipality and field katabi subcounty, expanse field beside lake victoria, uganda.",['4b'],1,random insertion
PMC3018567,S48,"Study design and patients the area is occupied by urban, rural, and fishing communities.",['0'],0,
PMC3018567,S49,"Study design and patients helminth infection is highly prevalent in the area,19 and malaria, diarrhoea, and pneumonia are common in young children.20",['0'],0,
