PMCID,sentence_id,text,CONSORT_item,augment,methods
PMC3002834,S69,"Circulating EPC levels blood (100 μl) was incubated with anti-cd34-fitc (bd pharmingen, california, usa), anti-kdr-pe (r&d systems) and anti-cd45-pe-cy7 (bd pharmingen) antibodies for 45 min. erythrocytes were lysed and analysed by flow cytometry (beckman coulter, california, usa).",['6a'],0,
PMC3002834,S70,Circulating EPC levels circulating hsc and epc were identified as cd34+ and cd34+kdr+ cells in the lymphocyte region of the forward/sideward scatter plot.,['6a'],0,
PMC3002834,S71,"Circulating EPC levels cell numbers were quantified relative to 105 granulocytes, identified as cd45+ cells with a typical granulocyte distribution.",['6a'],0,
PMC3002834,S72,Circulating EPC levels measurements were performed in duplicate and results were averaged.,['6a'],0,
PMC3002834,S73,Circulating EPC levels isotype-stained samples served as negative controls.,['6a'],0,
PMC3002834,S75,Outgrowth of EPC in culture epc outgrowth from mononuclear cells (mnc) was assessed as described previously.3,['6a'],0,
PMC3002834,S76,"Outgrowth of EPC in culture in brief, mnc were isolated from blood using ficoll density gradient separation (histopaque 1077, sigma, st louis, missouri, usa).",['6a'],0,
PMC3002834,S77,"Outgrowth of EPC in culture to evaluate epc outgrowth in culture, 107 mnc/well were seeded on a human fibronectin (sigma) coated 6-well plate in egm-2 (cambrex, baltimore, maryland, usa), supplemented with accompanying aliquots, 20% fetal calf serum (invitrogen, carlsbad, california, usa), 100 ng/ml recombinant vegf-165 (r&d systems) and antibiotics.",['6a'],0,
PMC3002834,S78,Outgrowth of EPC in culture medium was changed after 4 days to wash non-adherent cells away.,['6a'],0,
PMC3002834,S79,"Outgrowth of EPC in culture after 7 days, cultured epc in selected wells were placed on serum free medium (ebm-2 with hegf, hydrocortisone, ga-1000, r3-igf-1, ascorbic acid, heparin and antibiotics) overnight.",['6a'],0,
PMC3002834,S80,"Outgrowth of EPC in culture conditioned medium was stored for functional experiments and cultured epc were detached by trypsin and cell scraping, and automatically counted using a haemocytometer.",['6a'],0,
PMC3002834,S82,In vitro scratch wound assay the potential of epc outgrowth to excrete paracrine factors that stimulate endothelial cell migration was assessed by in vitro scratch wound assay.20,['6a'],0,
PMC3002834,S83,"In vitro scratch wound assay in brief, epc outgrowth medium was placed on a mechanically scratched confluent human microvascular endothelial cell layer.",['6a'],0,
PMC3002834,S84,"In vitro scratch wound assay after 6 h, the extent of scratch closure relative to the starting width was compared between study groups using light photography.",['6a'],0,
PMC3002834,S85,In vitro scratch wound assay each sample was measured in two separate wells and two picture fields per well were examined.,['6a'],0,
PMC3002834,S86,In vitro scratch wound assay results were averaged for data analysis.,['6a'],0,
PMC3002834,S88,Statistical analysis data analysis was performed using spss v.15.0 for windows.,['12a'],0,
PMC3002834,S89,Statistical analysis data distribution was tested by the kolmogorov–smirnov test.,['12a'],0,
PMC3002834,S90,Statistical analysis data are expressed as mean ± sd for parametric data and as median (iqr) for non-parametric data.,['12a'],0,
PMC3002834,S91,Statistical analysis differences between groups were analysed using student's t test or the mann–whitney test.,['12a'],0,
PMC3002834,S92,Statistical analysis fisher's exact test was used to analyse whether proportions of categories varied by group.,['12a'],0,
PMC3002834,S93,Statistical analysis multiple group comparisons were performed using anova with lsd post-hoc testing for which non-parametric data were log-transformed.,['12a'],0,
PMC3002834,S94,Statistical analysis correlations were measured by pearson's or spearman's correlation coefficient where appropriate.,['12a'],0,
PMC3002834,S95,Statistical analysis multivariate determinants of log-transformed progenitor cell counts were identified by stepwise multiple linear regression analysis.,['12a'],0,
PMC3002834,S96,Statistical analysis a value of p <0.05 was considered statistically significant.,['0'],0,
PMC3016167,S100,"Study treatments mesobuthus tamulus is not the only venomous scorpion in the state of western maharashtra, but it may be the only dangerously venomous scorpion in the mahad area.24 25",['0'],0,
PMC3016167,S101,Study treatments haffkine biopharma (mumbai) has been manufacturing monovalent anti-scorpion venom serum f(ab)2 against mesobuthus tamulus since 1997 and it has been available for clinical use in a rural setting since 2002.,['0'],0,
PMC3016167,S102,Study treatments studies conducted at different times show that the antivenom is potent; 1 ml of reconstituted anti-scorpion venom serum neutralised 1.2 mg of indian red scorpion venom by intravenous route in an in vivo study in mice.35,['0'],0,
PMC3016167,S103,"Study treatments the maximum volume of venom injected in one sting by the indian red scorpion is 1.5 mg, and each ml of antivenom is capable of neutralising 1.2 to 1.5 mg of venom.36",['0'],0,
PMC3016167,S104,"Study treatments a single 30 ml dose of haffkine biopharma monovalent antivenom (batch no ss811001, manufacturing date november 2008, expiry date april 2013) was added to 100 ml of normal saline, which was infused intravenously over 30 minutes irrespective of patient’s age.",['5'],0,
PMC3016167,S105,"Study treatments during infusion the patient was closely observed for reaction to the serum in the form of sudden onset of vomiting, urticaria, hypotension, tachycardia, bronchospasm, angioneurotic oedema, or anaphylaxis.",['5'],0,
PMC3016167,S106,"Study treatments oral prazosin (batch no ml.nh 138 batch no gk 60372 manufactured 04/2006, expiry 03/2011, and ml.nh 138 batch no gk 80282 manufactured 02/2008, expiry 01/2013) was given at a dose of 250 µg in children up age 18 years and 500 µg in adults.",['5'],0,
PMC3016167,S107,Study treatments the same dose was repeated at intervals of 3 hours until the extremities were cold.,['5'],0,
PMC3016167,S108,Study treatments similar doses were administered in both randomisation groups.,['5'],0,
PMC3016167,S109,Study treatments dehydration owing to vomiting and sweating was corrected by intravenous crystalloid solution.,['5'],0,
PMC3016167,S110,Study treatments the prazosin treated group required longer duration and larger volumes of intravenous crystalloid solution than the antivenom plus prazosin group.,['5'],0,
PMC3016167,S111,Study treatments patients who developed grade 3 and 4 symptoms were transferred to the intensive care unit.,['5'],0,
PMC3016167,S112,Study treatments before discharge all participants were immunised for tetanus.,['5'],0,
PMC3016167,S114,Outcomes the primary end point was the proportion of patients achieving resolution of the grade 2 clinical syndrome at the end of 10 hours after administration of the study drugs and prevention of deterioration to grade 3 and 4.18 21 37,['6a'],0,
PMC3016167,S115,"Outcomes secondary end points were time required for complete resolution of clinical syndrome, prevention of deterioration to higher grade, doses of prazosin required within 10 hours and overall, and adverse events.",['6a'],0,
PMC3016167,S46,Trial design this study and trial were done without the help of any funding agency.,['0'],0,
PMC3016167,S47,Trial design anti-scorpion antivenom was purchased from haffkine biopharma mumbai and given to participants in this trial.,['0'],0,
PMC3016167,S48,"Trial design we proposed to include people admitted with scorpion sting over one year, between march 2009 and february 2010.",['4a'],0,
PMC3016167,S49,"Trial design this was a randomised (1:1 allocation ratio), parallel group, open label, controlled trial conducted at bawaskar hospital in mahad, a region of india with a population of 20 000, situated 180 km south of mumbai on the mumbai-goa highway.","['3a', '4b']",0,
PMC3016167,S50,Trial design an independent data and safety monitoring board monitored the trial and had access to the all data.,['0'],0,
PMC3016167,S51,Trial design statistical analysis was done by a statistician in collaboration with the investigators.,['0'],0,
PMC3016167,S52,Trial design the study design was approved by the independent ethics committee of byl medical college mumbai (iec/08/39) and all participants provided written informed consent.,['0'],0,
PMC3016167,S54,Sample size the primary efficacy variable was the time required for recovery after venomous scorpion sting.,['6a'],0,
PMC3016167,S55,"Sample size we estimated that 35 patients in each group would be required to achieve 80% power; α=0.05 to detect a mean difference of four hours in the recovery time between the groups, assuming a mean recovery time of 10 hours (sd 2.5 hours) in the antivenom plus prazosin group and 14 (sd 3) hours for the prazosin alone group.",['7a'],0,
PMC3016167,S57,Randomisation a statistician generated the sequentially numbered randomisation list with random block sizes of 4 4 2 4 4 6 2 4 6 6 6 8 4 8 2 using www.randomisation.com.,"['8a', '8b']",0,
PMC3016167,S57,Randomisation a statistician DEGENERATIVE the sequentially numbered randomisation list with random occlusion sizes of 4 4 2 4 4 6 2 4 6 6 6 8 4 8 2 using www.randomisation.com.,"['8a', '8b']",1,umls
PMC3016167,S58,Randomisation this process can be reproduced by using seed 22491 (6 march 2009).,['8a'],0,
PMC3016167,S58,Randomisation this process be by using seed 22491 (6 march 2009).,['8a'],1,random deletion
PMC3016167,S59,"Randomisation this randomisation sequence was concealed by using sequentially numbered, opaque, sealed, and stapled envelopes.",['9'],0,
PMC3016167,S59,"Randomisation this randomisation sequence was concealed by using sequentially numbered, Opacity  sealed, and Stapling envelopes.",['9'],1,umls
PMC3016167,S59,"Randomisation this randomisation sequence was concealed by using sequentially numbered, Increased mass to volume ratio  sealed, and Stapling envelopes.",['9'],1,umls
PMC3016167,S60,Randomisation envelopes were opened alternately by hsb or phb after an eligible patient consented to take part in the trial and patients were allocated according to the randomisation label inside the envelope.,['10'],0,
PMC3016167,S62,Statistical methods demographic factors and clinical characteristics were summarised as counts (percentages) for categorical variables and as mean (standard deviation; sd) for normally distributed continuous variables.,"['12a', '12b']",0,
PMC3016167,S63,Statistical methods all patients who had been randomly assigned to a treatment group were included in the intention-to-treat analyses.,['0'],0,
PMC3016167,S64,"Statistical methods the groups were compared using χ2 test or fisher’s exact test for categorical variables, unpaired t test for normally distributed continuous variables, and mann-whitney u test for other continuous variables.","['12a', '12b']",0,
PMC3016167,S65,Statistical methods we analysed results with spss 17 software.,['12a'],0,
PMC3016167,S66,"Statistical methods blood pressure and pulse rate were measured at different time points and were repeated factors, and treatment group was included as a between-participant measure.",['12b'],0,
PMC3016167,S67,Statistical methods α was set at 0.05.,['0'],0,
PMC3016167,S68,Statistical methods we used the greenhouse-geisser p value.,"['12a', '12b']",0,
PMC3016167,S70,Patients between march 2009 and february 2010 we recruited patients who reported to bawaskar hospital and mahad research centre after being stung by mesobuthus tamulus (fig 1).2 4 6 31,['4a'],0,
PMC3016167,S71,Patients fig 1 indian red scorpion (mesobuthus tamulus),['0'],0,
PMC3016167,S73,"Inclusion and exclusion criteria patients were eligible for enrolment if they reported to hospital with mesobuthus tamulus sting of clinical grade 2 severity, with an interval of less than six hours between sting and hospital admission, and were older than six months.",['4a'],0,
PMC3016167,S74,"Inclusion and exclusion criteria mesobuthus tamulus sting was confirmed if the victim or bystander had seen a red scorpion, had brought in the killed specimen, or recognised the hospital’s preserved specimen.",['4a'],0,
PMC3016167,S75,"Inclusion and exclusion criteria in this way we made sure that mesobuthus tamulus was not confused with palamneus gravimanus, a larger scorpion that is less lethal and causes only severe local pain without systemic involvement or transient reversible cardiovascular effects.1 32",['0'],0,
PMC3016167,S76,"Inclusion and exclusion criteria major exclusion criteria were: patient reporting six hours after sting, pregnant women, history of taking prazosin or antivenom, history of bronchial asthma, history of allergic reaction to foreign serum, and refusal to give consent.",['4a'],0,
PMC3016167,S77,Inclusion and exclusion criteria written informed consent was obtained in the local language.,['0'],0,
PMC3016167,S78,"Inclusion and exclusion criteria for illiterate adults, a literate relative of the patient read the statement out loud to them and consent was obtained by thumb impression witnessed by the relative.",['0'],0,
PMC3016167,S79,Inclusion and exclusion criteria parent’s consent was obtained for minor children.,['0'],0,
PMC3016167,S80,"Inclusion and exclusion criteria the study protocol was approved by the independent ethics committee of mumbai (registration number 1433/1999g.b.b.s.d, iec/08/39).",['0'],0,
PMC3016167,S81,Inclusion and exclusion criteria all people admitted with scorpion sting between march 2009 to february 2010 were insured by the oriental insurance company limited clinical trial liability cover policy no 111600/48/2009/227.,['0'],0,
PMC3016167,S83,Evaluation of clinical grade cases are graded according to severity of clinical manifestations on arrival at hospital (box).,['0'],0,
PMC3016167,S84,"Evaluation of clinical grade severity of clinical manifestations, morbidity, and mortality depend on the time lapsed between sting and hospital admission, as well as the grade of a case on arrival.5 9 18 33 34",['0'],0,
PMC3016167,S86,"Evaluation of clinical grade grade 1: severe, excruciating local pain at the sting site radiating along with corresponding dermatomes, mild local oedema with sweating at the sting site, without systemic involvement",['0'],0,
PMC3016167,S87,"Evaluation of clinical grade grade 2: signs and symptoms of autonomic storm characterised by acetylcholine excess or parasympathetic stimulation (vomiting, profuse sweating from all over body, ropey salivation, bradycardia, premature ventricular contraction, hypotension, priapism in men) and sympathetic stimulation (hypertension with blood pressure >140/90, tachycardia with heart rate >120 per minute, cold extremities, transient systolic murmur).",['0'],0,
PMC3016167,S88,"Evaluation of clinical grade grade 3: cold extremities, tachycardia, hypotension or hypertension with pulmonary oedema (respiratory rate >24 per minute, basal rales or crackles in lungs).",['0'],0,
PMC3016167,S89,"Evaluation of clinical grade grade 4: tachycardia, hypotension with or without pulmonary oedema with warm extremities (warm shock).",['0'],0,
PMC3016167,S90,Evaluation of clinical grade patients with grade 2 signs and symptoms were included in the present study.,['4a'],0,
PMC3016167,S91,"Evaluation of clinical grade after giving written consent, all eligible patients were examined by one of the two authors and baseline data were recorded on a standard form.",['0'],0,
PMC3016167,S92,"Evaluation of clinical grade data included age, sex, time between sting and hospital admission, and history of any medication before admission, vomiting soon after sting, or paraesthesia (tingling and numbness in the perioral region, or sometimes reported by the patient to be felt all over the body).",['0'],0,
PMC3016167,S93,"Evaluation of clinical grade one of the authors sat by the side of the patients and closely clinically examined them for signs and symptoms of systemic manifestations: presence of profuse sweating all over the body, ropey salivation, priapism in men, heart murmur, coolness of the extremities.",['0'],0,
PMC3016167,S94,"Evaluation of clinical grade blood pressure, heart rate, cardiac arrhythmias, respiratory rate, and oxygen saturation were monitored on a multipara monitor.",['6a'],0,
PMC3016167,S95,"Evaluation of clinical grade these findings were noted on admission at 00.00, at 30 minutes, and at 1, 2, 4, 6, 8, 10, 14, 18, and 24 hours.",['6a'],0,
PMC3016167,S96,Evaluation of clinical grade subsequent improvement or deteriorations to grade 3 or 4 were closely followed by the author who examined the patient on arrival.,['6a'],0,
PMC3016167,S97,"Evaluation of clinical grade blood was collected from all participants on admission for measurement of haemoglobin, white cell count, and creatine kinase-mb.",['6a'],0,
PMC3016167,S98,"Evaluation of clinical grade a 12 lead electrocardiogram (ecg) was done on arrival, after six hours, and before discharge.",['6a'],0,
PMC3028347,S100,"Statistical analysis. bmi z change (or change in each secondary outcome variable) was the dependent variable; metformin treatment was the independent variable; and age, sex, and race/ethnicity were covariates.",['12a'],0,
PMC3028347,S101,Statistical analysis. we then combined the coefficients from analyses of the 20 imputed datasets into a single set of estimates according to rubin’s rules for scalar estimands.,['12a'],0,
PMC3028347,S102,"Statistical analysis. to assess sensitivity of the results to the missing-at-random assumption, we conducted three additional analyses: assuming that all participants who withdrew from the study had major weight gain (≥2.27 kg [≥5 lb]); that those who received metformin had no weight gain, whereas those who received placebo had major weight gain; and that those who received placebo had no weight gain, whereas those who received metformin had major weight gain.",['12b'],0,
PMC3028347,S103,Statistical analysis. we used multiple imputations to impute the missing 6-month weight measurements by using the same imputation model used for the main analysis.,['12b'],0,
PMC3028347,S104,"Statistical analysis. for the three scenarios, we added fixed amounts to the imputed values, reanalyzed the results by using ancova, and combined them by using the rubin rules for scalar estimands.",['12b'],0,
PMC3028347,S105,Statistical analysis. an additional confirmatory analysis used the last-observation-carried-forward method for individuals who did not complete the study.,['12a'],0,
PMC3028347,S106,Statistical analysis. unadjusted analyses were also run both for the imputation and the last-observation-carried-forward models.,['12a'],0,
PMC3028347,S107,"Statistical analysis. because all of these models yielded similar results, only the primary efficacy model is presented.",['0'],0,
PMC3028347,S108,"Statistical analysis. we examined baseline characteristics by simple t tests or, in the case of categorical data, with exact tests.",['12a'],0,
PMC3028347,S109,Statistical analysis. reports of adverse events were also examined by exact tests.,['0'],0,
PMC3028347,S111,"Funding and role of the sponsor. the intramural research programs of nichd and national institute of diabetes and digestive and kidney diseases (niddk), nih, and the national center on minority health and health disparities (ncmhd), nih, which funded the study, had no role in study design, data accrual, data analysis, or manuscript preparation.",['0'],0,
PMC3028347,S112,"Funding and role of the sponsor. the authors designed the study, wrote and made the decision to submit the manuscript for publication, and affirmed the completeness, accuracy, and integrity of the data and data analyses.",['0'],0,
PMC3028347,S113,"Funding and role of the sponsor. monitoring of the study, measurement and adjudication of study end points, and statistical analyses were performed by the authors without sponsor involvement.",['0'],0,
PMC3028347,S114,Funding and role of the sponsor. the manuscript was drafted by the principal investigator and revised by the coauthors.,['0'],0,
PMC3028347,S36,"Study sample. obese children, aged 6–12 years, recruited through newspaper advertisements and letters to physicians, were eligible if they had bmi ≥95th percentile according to the centers for disease control and prevention 2000 growth charts for the united states; were prepubertal or early pubertal (defined as breast tanner stage i–iii for girls; testes <8 ml for boys); and had fasting hyperinsulinemia, defined as fasting insulin ≥15 μu/ml, the 99th percentile for fasting insulin among 224 nonobese 6- to 12-year-old children studied as outpatients at the national institutes of health (nih) with the same insulin assay (unpublished data).",['4a'],0,
PMC3028347,S37,Study sample. this cut point is also consistent with some prior adult data (41).,['0'],0,
PMC3028347,S38,"Study sample. children were excluded if they had impaired fasting glucose, were diabetic, or reported a diagnosed renal, cardiac, endocrine, pulmonary, or hepatic disease that might alter body weight.",['4a'],0,
PMC3028347,S39,Study sample. subjects were excluded for baseline creatinine >1 mg/dl and for alanine aminotransferase (alt) or aspartate aminotransferase (ast) that exceeded 1.5 times the upper limit of the laboratory normal range.,['4a'],0,
PMC3028347,S40,"Study sample. the study was approved by the institutional review boards of the eunice kennedy shriver national institute of child health and human development (nichd), nih, and the phoenix area indian health service.",['0'],0,
PMC3028347,S41,Study sample. written assent and consent were obtained from children and their parents.,['0'],0,
PMC3028347,S42,Study sample. the study was overseen by a data and safety monitoring board convened by nichd.,['0'],0,
PMC3028347,S44,Design overview. we conducted a single-center trial from september 2000 to august 2008.,['0'],0,
PMC3028347,S45,"Design overview. after an outpatient screening visit, participants were admitted as inpatients to the nih clinical research center (crc) for assessment and then entered a 6-month randomized placebo-controlled double-blind treatment period and were then readmitted for reassessment.",['3a'],0,
PMC3028347,S46,Design overview. participants who completed the randomized phase were offered an additional 6 months of open-label metformin.,['0'],0,
PMC3028347,S48,"Randomization and interventions. we randomly assigned participants in a 1:1 randomization ratio to receive metformin hydrochloride or placebo, twice daily with meals.",['5'],0,
PMC3028347,S49,"Randomization and interventions. investigators assigned consecutive code numbers to participants from prespecified lists stratified by race/ethnicity, sex, and degree of pubertal development.",['8a'],0,
PMC3028347,S50,Randomization and interventions. the crc pharmaceutical development section used permuted blocks with stratification to generate allocations that translated code numbers into study group assignments by using a pseudo-random number program and prepared identically appearing placebo and metformin (u.s.p.,"['8b', '11b', '8a']",0,
PMC3028347,S50, Randomiz Plan and interventions nursing  the crc Procedures involving the use of pharmaceuticals biological development section used by permuted Obstruction with stratification to degenerations allocations that translated a codes numbers into scientific studies group assignments by using a pseudo-random number Urographies and Yutopar identically appearing fake drug and metformin (u.s.p.,"['8b', '11b', '8a']",1,umls
PMC3028347,S50, Randomiz Plan and nursing interventions  the crc Procedures involving the use of pharmaceuticals biological developments section used by permuted Obstructions with stratification to DEGENERATIVE allocations that translated a codes numbers into Scientific Study group assignments by using a pseudo-random number Urography and Pre Par identically appearing Sham Treatment and metformin (u.s.p.,"['8b', '11b', '8a']",1,umls
PMC3028347,S51,"Randomization and interventions. grade; sst corporation, clifton, nj) capsules (250 mg/capsule).","['11b', '8b', '8a']",0,
PMC3028347,S51,"randomization and interventions. grade; sst corporation, clifton, nj) capsule (250 mg/capsule).","['11b', '8b', '8a']",1,synonym
PMC3028347,S51,"capsulate Randomization and interventions. grade; sst corporation, clifton, randomisation nj) capsules (250 mg/capsule).","['11b', '8b', '8a']",1,random insertion
PMC3028347,S52,Randomization and interventions. pharmacy personnel not involved with the conduct of the study dispensed study capsules in containers that differed only by participant code number.,['9'],0,
PMC3028347,S52,Randomization and interventions. pharmacy not with the conduct study study capsules containers only by code number.,['9'],1,random deletion
PMC3028347,S52, Randomiz Plan and interventions nursing  Pharmacy domain personnel not involved with the conduct of the studies Dose dispenser studies capsules in CON that differed only by participant A Codes number.,['9'],1,umls
PMC3028347,S53,"Randomization and interventions. no participant, investigator, or other medical or nursing staff interacting with participants was aware of study group assignments during the trial.",['11a'],0,
PMC3028347,S54,"Randomization and interventions. once baseline assessments were completed, subject’s study medication dose was progressively increased according to a prespecified algorithm over a 3-week period, starting with 500 mg twice daily and increasing to a maximum dose of 1,000 mg twice daily.",['5'],0,
PMC3028347,S55,Randomization and interventions. the typical adult maximum dose was selected as the goal because the weight of the severely obese participants to be enrolled (table 1) was anticipated to be similar to that of adults.,['5'],0,
PMC3028347,S56,Randomization and interventions. we decreased the dose by 250 mg/dose for 1 week when participants reported difficulty tolerating study medication and then attempted to increase it.,['5'],0,
PMC3028347,S57,Randomization and interventions. study medication dose was progressively lowered by 250 mg/day if a prescribed dosage could not be tolerated after a 7-day trial.,['5'],0,
PMC3028347,S58,"Randomization and interventions. once a tolerated dose was found, attempts were made to increase the dosage prescribed.",['5'],0,
PMC3028347,S59,Randomization and interventions. study medication was discontinued if 250 mg/day was not tolerated.,['5'],0,
PMC3028347,S60,Randomization and interventions. a daily chewable multivitamin (flintstones complete) containing 6 μg cyanocobalamin was also prescribed.,['5'],0,
PMC3028347,S61,"Randomization and interventions. after conclusion of the randomized phase, participants were prescribed increasing doses of commercially available metformin in two divided doses with a maximum dose of 2,000 mg/day plus a daily multivitamin for an additional 6 months.",['5'],0,
PMC3028347,S62,"Randomization and interventions. table 1 baseline participant characteristics          during both study phases, each participant and a parent/guardian met monthly with a dietitian who administered a weight-reduction lifestyle modification program that promoted a reduced-energy diet, increased physical activity, and decreased inactivity.",['5'],0,
PMC3028347,S63,Randomization and interventions. participants were trained to complete a baseline 7-day food diary that was reviewed by a registered dietitian.,['5'],0,
PMC3028347,S64,Randomization and interventions. these data were used to offer individualized prescriptions for a “traffic light” style (42) 500 kcal/day–deficit diet that reduced fat and energy intake.,['5'],0,
PMC3028347,S65,Randomization and interventions. the exercise prescription consisted of encouraging 30 min of aerobic exercise every day and inclusion of lifestyle exercise whenever possible and was monitored by pedometer readings recorded by parents.,['5'],0,
PMC3028347,S66,"Randomization and interventions. adherence was gauged through self-monitoring of medication taken, food eaten, activity performed, amount of inactive time, and pedometer readings recorded in a progress book that was reviewed monthly.",['5'],0,
PMC3028347,S68,"Initial assessment. subjects who met inclusion criteria were admitted as inpatients to the crc for the following measurements: weight in a hospital gown using a calibrated digital scale (life measurement instruments, concord, ca); height in triplicate using a stadiometer (holtain, crymych, u.k.) calibrated before each measurement; abdominal and hip circumferences (assessed in triplicate) and triceps skinfold thickness (lange calipers; cambridge scientific industries, cambridge, md) by trained research dietitians (c.g.s. and n.g.s.); blood pressure using an automated sphygmomanometer (dinamap-plus; critikon, tampa, fl) measured in the seated position after at least 5 min rest; a hand roentgenogram for determination of skeletal age; whole-body fat mass by dual-energy x-ray absorptiometry (dexa) (4500a; hologic, bedford, ma; software version 11.2) and by air displacement plethysmography; and intra-abdominal and subcutaneous abdominal adipose tissue by magnetic resonance imaging at l2–l3 and l4–l5 (t1-weighted spin-echo images, 0.5 t, relaxation time 400 ms, time of excitation 10 ms, number of repetitions of excitations 10).",['6a'],0,
PMC3028347,S69,Initial assessment. a 2-h hyperglycemic (200 mg/dl) clamp was also performed at baseline and follow-up admissions to estimate insulin sensitivity and first-phase insulin secretion as previously described (43).,['6a'],0,
PMC3028347,S70,Initial assessment. first-phase insulin was calculated as the mean of measurements obtained during the first 15 min.,['6a'],0,
PMC3028347,S71,"Initial assessment. whole-body glucose uptake (metabolic rate: m) was defined as the infusion rate of exogenous glucose administered, corrected for urinary glucose losses and the glucose space correction.",['6a'],0,
PMC3028347,S72,Initial assessment. as a measure of insulin sensitivity (siclamp) the ratio of metabolic rate to steady-state insulin (m/i) was calculated.,['6a'],0,
PMC3028347,S73,"Initial assessment. at baseline and follow-up, samples obtained in the fasted state were collected for measurement of alt, ast, total and hdl cholesterol, direct ldl cholesterol, and triglycerides (synchron lx20; beckman coulter, fullerton, ca).",['6a'],0,
PMC3028347,S74,"Initial assessment. plasma for glucose was collected in tubes containing powdered sodium fluoride and measured by the nih crc clinical laboratory using a roche diagnostics (indianapolis, in) analyzer.",['6a'],0,
PMC3028347,S75,Initial assessment. c-reactive protein was measured by a high-sensitivity assay (immage immunochemistry systems; beckman coulter) with sensitivity of 0.020 mg/dl.,['6a'],0,
PMC3028347,S76,"Initial assessment. vitamin b12 and insulin were measured by chemiluminescent immunoassays using siemens healthcare diagnostics (los angeles, ca) immulite instruments.",['6a'],0,
PMC3028347,S77,Initial assessment. fasting samples were used to estimate insulin resistance by the homeostasis model assessment–insulin resistance (homa-ir) index = insulin (μu/ml) × [glucose (mmol/l)/22.5].,['6a'],0,
PMC3028347,S78,"Initial assessment. diagnosis of pediatric metabolic syndrome was made when three or more components were present from among the following: waist circumference, blood pressure, and triglycerides ≥90th percentile for age and sex; hdl cholesterol ≤10th percentile for age and sex; and fasting glucose ≥100 mg/dl (44).",['6a'],0,
PMC3028347,S79,Initial assessment. subjects and parents were also interviewed by a clinical pharmacist who used a structured questionnaire containing a comprehensive list of symptoms designed to identify potential adverse drug reactions (45).,['6a'],0,
